# Pathway	cat_cutrefo1-MmMm-USA-23-ATP-1873_S352_L005_Abundance	cat_cutrefo10-SbMm-USA-23-ATP-1873_S361_L005_Abundance	cat_cutrefo11-SbMm-USA-23-ATP-1873_S362_L005_Abundance	cat_cutrefo12-SbMm-USA-23-ATP-1873_S363_L005_Abundance	cat_cutrefo13-SbMm-USA-23-ATP-1873_S364_L005_Abundance	cat_cutrefo14-SbMm-USA-23-ATP-1873_S365_L005_Abundance	cat_cutrefo15-SbMm-USA-23-ATP-1873_S366_L005_Abundance	cat_cutrefo16-SbMm-USA-23-ATP-1873_S367_L005_Abundance	cat_cutrefo17-SbMm-USA-23-ATP-1873_S368_L005_Abundance	cat_cutrefo18-SbMm-USA-23-ATP-1873_S369_L005_Abundance	cat_cutrefo19-HsMm-USA-23-ATP-1873_S370_L005_Abundance	cat_cutrefo2-MmMm-USA-23-ATP-1873_S353_L005_Abundance	cat_cutrefo20-HsMm-USA-23-ATP-1873_S371_L005_Abundance	cat_cutrefo21-HsMm-USA-23-ATP-1873_S372_L005_Abundance	cat_cutrefo22-HsMm-USA-23-ATP-1873_S373_L005_Abundance	cat_cutrefo23-HsMm-USA-23-ATP-1873_S374_L005_Abundance	cat_cutrefo24-HsMm-USA-23-ATP-1873_S375_L005_Abundance	cat_cutrefo25-HsMm-USA-23-ATP-1873_S376_L005_Abundance	cat_cutrefo26-HsMm-USA-23-ATP-1873_S377_L005_Abundance	cat_cutrefo3-MmMm-USA-23-ATP-1873_S354_L005_Abundance	cat_cutrefo4-MmMm-USA-23-ATP-1873_S355_L005_Abundance	cat_cutrefo5-MmMm-USA-23-ATP-1873_S356_L005_Abundance	cat_cutrefo6-MmMm-USA-23-ATP-1873_S357_L005_Abundance	cat_cutrefo7-MmMm-USA-23-ATP-1873_S358_L005_Abundance	cat_cutrefo8-MmMm-USA-23-ATP-1873_S359_L005_Abundance	cat_cutrefo9-SbMm-USA-23-ATP-1873_S360_L005_Abundance
PWY-4041: &gamma;-glutamyl cycle	0	8.58613	25.8412	10.4883	8.47461	0	22.1562	12.6932	0	11.1719	6.0631	14.9296	15.5826	10.025	13.6354	36.6961	3.93834	0	23.1399	0	0	0	0	14.6298	0	9.72571
PWY-4984: urea cycle	42.9851	12.8407	17.3564	25.5618	15.9669	0	30.719	0	0	0	133.978	74.2237	134.072	145.525	111.804	84.0721	136.949	149.403	124.691	27.6884	0	74.7931	0	56.248	83.8388	12.7317
PWY-5005: biotin biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07043	2.51937	11.1674	0	0	0	0	0	0	0	0
PWY-5022: 4-aminobutanoate degradation V	14.5948	0.790751	20.3448	18.5093	23.7717	0	34.2762	12.2748	0	9.31039	2.36014	22.9813	0	0	0	1.96973	0	0	0	0	0	0	0	6.76032	7.82896	21.6876
PWY-5030: L-histidine degradation III	557.389	0	0	0	0	0	0	0	0	0	166.892	506.06	97.9455	101.696	131.463	252.625	107.334	219.858	214.804	596.86	449.141	364.235	513.472	497.169	460.109	12.2699
PWY-5097: L-lysine biosynthesis VI	485.698	724.477	542.519	320.91	439.581	418.948	440.836	371.137	313.063	403.106	364.829	486.952	324.359	346.532	369.722	340.924	389.219	369.916	365.726	507.459	376.411	403.882	416.667	479.89	493.021	447.522
PWY-5100: pyruvate fermentation to acetate and lactate II	65.6575	181.904	215.023	184.987	263.647	183.873	170.174	192.932	103.878	236.261	86.6971	38.318	82.4523	102.282	76.2176	101.314	97.9994	99.4327	101.69	0	0	78.4401	0	49.6248	43.629	202.213
PWY-5103: L-isoleucine biosynthesis III	587.011	314.987	377.565	202.268	306.85	400.294	359.326	381.891	194.448	280.382	183.018	577.216	156.742	231.31	229.814	343.232	220.144	329.238	324.478	562.451	497.495	459.293	498.075	563.591	517.28	190.647
PWY-5104: L-isoleucine biosynthesis IV	0	8.39156	5.14456	0	0	12.3539	0	8.83206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	27.1205	0	0	0	0	0	0	0	0	0	116.982	0	45.8938	45.2358	13.2399	43.6794	33.2182	92.966	75.209	0	0	0	0	0	63.3095	0
PWY-5130: 2-oxobutanoate degradation I	9.67469	0	0	0	0	0	0	0	0	0	27.3084	6.27254	29.7627	28.2148	33.2073	28.4	48.101	27.5704	28.8955	0	0	0	0	25.0788	27.4364	0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	13.8393	12.1982	20.4867	0	8.05947	0	12.2863	8.23922	0	18.3465	0	12.1587	2.5814	0	0	0	0	2.69416	2.30703	0	0	0	0	7.50867	13.7682	0
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	0	0	0	0	7.27384	0	0	14.2712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	172.35	197.713	235.892	148.42	294.08	267.062	315.935	283.246	167.314	254.03	92.3175	277.3	126.237	96.3037	111.571	107.712	174.196	212.147	139.802	0	0	182.391	154.169	267.332	293.604	231.898
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0	135.014	147.742	11.9005	0	6.89721	26.8442	14.4692	4.59644	0	16.9432	0	27.3647	74.043	24.099	34.6315	41.7189	48.9723	28.2575	0	0	0	0	10.1782	26.8838	6.23514
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0	6.91498	16.2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	0	39.1174	0	28.1298	0	51.7937	56.2998	0	46.6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0	10.8557	41.8257	22.4393	0	27.6717	14.059	32.8229	17.8522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35744	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0	0	6.66916	16.1703	0	12.1903	7.99577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5367: petroselinate biosynthesis	0	0	3.19169	0	0	0	2.28132	0	7.03359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0	6.22508	3.49683	8.13156	15.2257	0	5.633	21.0183	7.20004	0	49.1542	0	59.2806	32.9223	22.6069	52.2723	77.3837	78.359	53.1287	0	0	0	0	0	24.4622	0
PWY-5484: glycolysis II (from fructose 6-phosphate)	344.61	133.29	162.026	218.424	245.276	209.063	232.494	282.124	182.622	227.564	115.416	362.718	156.481	192.57	225.598	181.08	217.464	178.114	242.355	239.687	197.225	275.956	163.095	326.777	387.961	101.973
PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90211	1.09656	2.56429	2.63961	0	0	0	0	0	0	0
PWY-5497: purine nucleobases degradation II (anaerobic)	0	0	10.3532	0	0	0	15.2973	5.29864	0	0	24.9489	0	22.784	19.6964	9.74357	25.732	28.526	52.821	32.5311	0	0	0	0	0	0	0
PWY-5505: L-glutamate and L-glutamine biosynthesis	10.0817	30.3633	40.2342	30.9685	40.9379	68.8301	41.9366	49.6996	40.5478	68.2219	0	8.46739	0	3.9643	17.1473	8.00311	31.421	49.5287	21.7965	0	0	0	0	20.2485	35.9546	56.4939
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0	0	12.0756	0	6.20278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis	81.3422	15.4308	27.0669	6.607	20.8965	0	12.7668	20.4081	0	15.9461	119.857	57.4252	116.392	132.223	94.1378	61.3636	140.965	136.146	102.428	30.7425	169.128	70.4554	86.6705	48.7849	37.4355	19.3484
PWY-5667: CDP-diacylglycerol biosynthesis I	538.227	651.074	503.719	265.093	311.693	323.64	322.529	241.767	239.667	307.641	407.783	524.788	364.105	380.506	450.191	391.24	434.074	418.26	409.186	529.981	390.903	297.331	560.825	513.959	507.962	362.736
PWY-5675: nitrate reduction V (assimilatory)	0	6.53516	7.75152	0	11.7988	0	0	7.37999	0	0	0	0	0	0	0	1.25721	0	0	0	0	0	0	0	0	0	0
PWY-5676: acetyl-CoA fermentation to butanoate II	26.5512	41.1654	53.21	51.6969	66.1838	0	112.453	28.3483	7.31714	37.9353	0	4.85378	0	0	0	3.5441	5.73195	11.1394	7.17945	0	0	0	0	4.45595	21.4664	66.8802
PWY-5677: succinate fermentation to butanoate	0	0	0	0	0	0	0	6.67116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98504	3.55143
PWY-5686: UMP biosynthesis I	652.286	830.663	635.202	428.256	520.958	542.889	584.478	491.476	392.203	499.24	426.4	620.958	394.104	396.832	448.415	383.471	452.052	452.47	454.212	570.423	477.793	501.393	591.111	626.427	594.622	558.858
PWY-5690: TCA cycle II (plants and fungi)	0	0	0	0	0	0	0	0	0	0	0	6.78394	0	0	0	0	0	0	0	0	0	0	0	0	10.1902	0
PWY-5695: inosine 5'-phosphate degradation	580.061	818.934	569.278	327.982	453.593	421.687	393.291	304.068	351.736	409.042	412.25	526.489	370.403	401.468	456.615	448.778	410.955	477.117	490.114	561.731	459.835	395.754	560.675	539.922	530.071	552.891
PWY-5723: Rubisco shunt	0	21.5178	10.1061	20.183	21.5888	0	27.9744	18.2185	0	19.4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9307
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86966	0	13.772	6.22465	0	6.96337	0	0	0	0	0	0	0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8111	0	41.2556	19.953	0	22.5355	0	0	0	0	0	0	0
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8904	0	0	17.2266	0	0	0	0	0	0	0
PWY-5845: superpathway of menaquinol-9 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0555	0	38.6881	12.9046	0	20.0092	0	0	0	0	0	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66439	0	28.763	13.6474	0	15.381	0	0	0	0	0	0	0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14641	0	26.8964	8.74624	0	13.6203	0	0	0	0	0	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	11.338	0	37.9728	17.9335	0	20.0991	0	0	0	0	0	0	0
PWY-5898: superpathway of menaquinol-12 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	11.338	0	37.9728	17.9335	0	20.0991	0	0	0	0	0	0	0
PWY-5899: superpathway of menaquinol-13 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	11.338	0	37.9728	17.9335	0	20.0991	0	0	0	0	0	0	0
PWY-5913: partial TCA cycle (obligate autotrophs)	0	10.0234	10.4185	0	8.59974	12.6314	7.0197	33.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5918: superpathway of heme b biosynthesis from glutamate	0	16.0939	35.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5920: superpathway of heme b biosynthesis from glycine	0	6.37855	16.6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	352.397	18.8357	95.2188	32.941	107.204	40.1957	92.7083	123.778	29.2786	69.1782	208.159	433.961	181.427	135.086	175.933	259.489	199.506	196.277	239.211	294.587	285.568	286.564	369.199	394.615	414.873	67.4218
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0	0	8.42512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5972: stearate biosynthesis I (animals)	0	0	2.8003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis	558.483	195.633	204.328	156.238	233.197	198.55	256.165	236.316	121.471	253.545	495.89	502.628	463.292	499.808	563.121	556.773	481.111	507.462	570.202	709.528	496.503	397.061	452.254	546.999	484.084	207.149
PWY-5981: CDP-diacylglycerol biosynthesis III	0	68.8423	82.5423	37.4105	73.131	35.0681	32.0766	11.5328	25.6139	27.8307	19.8816	0	41.849	117.887	29.6354	13.5813	44.2095	29.6356	6.98995	0	0	0	0	0	0	70.4958
PWY-5989: stearate biosynthesis II (bacteria and plants)	0	13.7982	4.86877	0	17.0026	18.4847	0	0	7.28424	0	248.072	0	306.605	246.876	234.951	166.301	201.091	198.843	199.608	0	0	0	0	0	0	7.16229
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	602.041	429.466	423.075	303.669	367.983	328.494	394.814	368.139	281.486	350.314	409.344	532.227	373.852	400.83	417.448	386.769	398.377	445.847	404.874	602.855	407.533	379.115	462.667	536.793	533.57	402.126
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	616.843	659.32	477.074	380.58	415.996	441.456	430.089	382.601	319.394	406.207	440.024	539.458	381.656	404.691	420.446	381.455	399.927	448.265	413.846	575.993	477.864	382.122	499.872	547.193	537.52	447.632
PWY-6123: inosine-5'-phosphate biosynthesis I	561.045	771.496	604.16	388.071	436.538	412.863	409.727	337.412	327.921	390.546	408.074	554.801	345.005	384.855	413.334	408.786	394.689	402.227	399.872	637.309	331.084	316.113	521.104	534.426	524.091	545.112
PWY-6124: inosine-5'-phosphate biosynthesis II	554.143	738.046	588.177	364.569	411.063	395.082	381.17	313.238	299.431	364.12	398.913	544.386	336.612	377.754	402.254	411.335	383.579	400.319	405.263	605.2	316.562	291.317	506.174	538.134	514.788	513.843
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	390.093	209.949	251.251	91.3328	75.5661	73.033	80.5964	59.2138	58.6983	75.0523	381.531	394.721	354.272	390.859	420.414	443.793	325.659	293.137	430.643	228.458	401.828	212.353	270.239	436.234	316.892	85.0456
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	444.629	289.297	330.874	126.744	108.155	104.288	115.178	84.5424	82.8844	106.775	409.705	456.352	380.474	406.951	442.528	468.066	372.355	351.332	476.851	293.562	401.831	266.468	325.701	483.043	385.953	120.393
PWY-6143: CMP-pseudaminate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	4.99942	14.7235	0	7.54136	14.7697	12.7194	4.60288	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	518.06	16.6736	0	0	7.75637	11.9104	0	12.4478	12.4749	0	280.812	499.426	268.755	265.285	336.642	322.734	241.957	258.593	353.369	555.155	442.995	422.083	539.366	473.209	431.002	32.3977
PWY-6151: S-adenosyl-L-methionine salvage I	428.375	501.558	464.753	310.567	450.529	497.191	477.241	396.104	312.128	516.033	185.982	414.401	187.952	181.068	142.44	147.578	226.056	187.102	197.366	470.235	332.289	59.8976	363.439	345.798	362.254	475.557
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	627.148	673.657	509.143	280.602	353.766	387.708	442.738	326.331	274.164	382.017	392.76	590.637	371.803	369.484	424.973	383.441	386.362	419.643	414.561	551.274	464.746	359.45	582.022	627.567	605.59	411.862
PWY-6168: flavin biosynthesis III (fungi)	91.8133	0	0	0	0	0	0	0	0	0	31.0164	77.8843	94.9133	55.7563	69.7482	115.791	99.1727	129.103	92.7684	0	0	162.661	102.367	99.2335	116.388	0
PWY-621: sucrose degradation III (sucrose invertase)	0	0	3.5219	0	0	0	5.87233	0	4.63895	0	59.0074	0	112.064	42.8332	24.4995	55.7814	125.109	97.6391	58.3411	0	0	0	0	0	24.6426	0
PWY-622: starch biosynthesis	0	15.0031	33.5146	0	53.3846	0	0	91.7264	15.9894	42.0181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6270: isoprene biosynthesis I	497.122	0	27.96	47.6806	20.6214	62.4241	0	0	84.0221	0	179.945	534.218	85.7527	158.635	193.984	196.304	163.579	246.615	208.454	437.739	294.893	379.503	404.279	523.761	496.091	58.9621
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	616.843	659.32	477.074	380.58	415.996	441.456	430.089	382.601	319.394	406.207	440.024	539.458	381.656	404.691	420.446	381.455	399.927	448.265	413.846	575.993	477.864	382.122	499.872	547.193	537.52	447.632
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0	16.6318	5.43059	0	20.5534	33.8771	0	0	11.3075	0	266.749	0	327.731	257.04	258.779	176.813	221.768	213.524	212.428	0	0	0	0	0	0	7.37284
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0	0	5.6902	0	0	0	0	0	11.9518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0	0	7.12104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	13.6042	0	0	0	0	0	7.26498	0	0	0	13.1988	7.42851	0	5.79718	6.95933	15.8908	6.20605	42.894	26.8993	0	0	0	0	25.5869	66.8246	0
PWY-6305: superpathway of putrescine biosynthesis	30.1704	9.41507	21.779	20.0156	12.5671	0	24.3001	13.2972	10.0236	0	21.7329	31.7984	20.125	25.3395	63.4282	21.5826	44.5538	92.8349	28.3927	24.0376	0	0	29.7583	23.2745	64.3386	9.8712
PWY-6317: D-galactose degradation I (Leloir pathway)	102.068	91.2558	135.675	126.373	185.462	171.089	125.786	95.9313	102.291	66.1713	94.2299	248.693	88.0068	74.8424	47.089	55.3307	135.714	120.396	73.5193	0	187.261	138.734	37.0398	210.839	249.498	132.852
PWY-6328: L-lysine degradation X	0	0	2.24557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)	0	32.8456	39.3559	0	17.277	0	41.9814	10.359	0	16.1789	146.083	0	88.5714	130.521	11.5766	20.5045	144.976	112.78	27.4214	0	0	0	0	9.44758	0	21.902
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	645.798	718.478	536.066	299.182	400.272	427.825	425.381	317.913	295.34	399.952	405.938	634.755	400.012	423.794	497.16	465.68	439.569	445.825	494.216	663.473	505.983	490.885	528.641	653.355	605.211	478.786
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	590.478	699.464	523.851	282.464	402.457	419.956	429.266	321.02	287.344	402.453	397.702	601.258	372.888	394.027	459.033	443.075	420.108	451.645	473.585	568.673	448.056	479.789	497.926	617.226	582.593	442.562
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	604.543	698.244	528.952	288.451	390.74	424.984	422.191	315.692	285.682	396.118	398.895	605.563	379.332	411.907	499.567	449.323	416.591	447.775	483.137	617.367	475.305	464.823	500.478	641.314	578.414	465.451
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	186.49	0	0	0	0	0	0	0	0	0	6.19878	197.784	4.78557	10.7034	2.53737	8.98518	4.11855	7.96659	7.68976	92.9859	166.868	0	182.016	242.993	221.571	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	16.4646	27.1104	46.0349	60.5471	46.9721	40.263	53.5656	41.1278	17.0279	24.6117	83.0359	20.2695	38.7207	83.6502	16.8463	15.9667	50.3839	58.2185	32.5602	145.358	50.5523	0	25.7886	61.0631	122.355	28.8684
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0	3.90408	5.90651	0	7.91312	0	0	0	0	0	267.735	0	287.3	247.662	259.871	191.014	214.011	207.8	220.639	0	0	0	0	0	0	7.04232
PWY-6527: stachyose degradation	76.4241	134.658	192.484	185.872	210.916	175.633	116.86	82.9353	103.766	60.8908	17.9071	117.64	70.073	19.093	14.049	37.2106	145.319	80.8497	61.044	0	115.63	74.273	26.5023	96.6084	126.667	164.077
PWY-6531: mannitol cycle	0	0	2.68808	0	0	0	0	0	0	0	3.90631	0	9.45139	2.54217	5.48055	0	33.3385	5.93512	19.5124	0	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0	6.72569	0	0	27.4579	0	0	0	0	15.0153	17.7152	0	0	4.41937	4.93097	68.1528	0	0	57.395	31.8172	0	0	0	0	0	0
PWY-6549: L-glutamine biosynthesis III	0	16.8664	22.8601	0	10.409	25.8331	14.9411	0	0	0	0	9.45683	0	0	0	0	0	0	0	0	0	0	0	0	9.07761	0
PWY-6572: chondroitin sulfate degradation I (bacterial)	224.509	0	0	0	0	0	0	0	0	0	24.1207	237.486	9.52324	23.1675	18.3336	33.9488	13.4734	111.388	37.382	168.253	195.363	203.464	196.459	350.01	257.456	0
PWY-6588: pyruvate fermentation to acetone	9.15322	12.6296	17.5157	22.0595	32.447	11.8732	46.1699	15.9545	0	18.1125	0	0	0	0	0	0	0	0	2.48842	0	0	0	0	5.15862	3.52788	13.1362
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	19.2185	25.391	53.6635	0	16.3348	0	24.2229	17.4952	0	56.5385	0	0	0	4.33784	0	0	0	3.94205	0	0	0	0	0	9.13795	11.5125	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	8.95989	0	0	0	0	0	0	0	7.84304	79.9352	0	37.6741	55.0523	6.38893	4.81576	30.6178	51.7739	12.6271	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	0	16.6458	19.6059	0	9.18742	0	21.5063	5.61281	0	11.3002	86.9075	0	50.5694	75.2999	21.2655	10.9669	78.7216	59.9549	17.4548	0	0	0	0	4.92454	0	11.5603
PWY-6607: guanosine nucleotides degradation I	0	9.22686	0	0	0	0	0	0	0	7.06816	82.8263	0	34.8153	75.2999	4.76348	4.68459	29.7449	53.0352	11.3378	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	28.0878	30.768	29.7079	25.4425	35.8035	27.7115	33.6499	43.3465	8.0558	40.3195	105.911	13.6961	129.46	88.1414	130.185	41.9299	236.556	108.528	101.083	44.0106	0	0	0	15.5256	4.99468	36.995
PWY-6609: adenine and adenosine salvage III	617.021	904.645	668.624	450.413	561.327	563.509	603.224	517.029	462.181	513.77	421.12	587.967	387.485	414.93	423.18	410.417	455.849	437.402	400.666	585.589	456.866	424.48	631.114	591.046	591.22	588.505
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	0	0	0	0	0	0	9.47718	0	0	6.66436	0	0	5.19384	0	0	0	3.76099	0	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	19.3434	0	35.4061	16.8235	34.868	20.9354	22.9431	30.5852	0	0	34.5527	7.52242	62.3028	31.6911	21.6694	76.0138	62.3556	64.6192	95.1035	0	0	0	0	10.0757	53.1347	0
PWY-6629: superpathway of L-tryptophan biosynthesis	250.925	278.802	289.298	93.3091	203.953	72.6106	156.128	80.5262	41.3885	88.0106	261.036	278.047	275.204	186.917	122.502	203.25	278.852	233.415	210.46	148.683	184.503	0	0	255.206	206.435	192.827
PWY-6630: superpathway of L-tyrosine biosynthesis	0	42.9213	62.179	39.9096	97.2244	40.1196	95.3224	44.8595	19.7936	48.9348	36.3817	21.1824	57.2993	39.9165	26.5165	55.5385	60.5961	147.67	94.6205	0	0	0	0	20.3325	26.6859	77.0245
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	3.69205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	591.995	740.875	596.86	382.562	465.35	481.693	516.276	431.674	404.304	489.987	348.643	620.869	387.739	391.389	407.533	392.594	315.691	363.903	383.776	568.958	473.726	466.278	557.484	613.247	607.364	567.776
PWY-6703: preQ0 biosynthesis	533.706	650.788	408.242	272.446	251.895	278.136	228.103	156.991	224.346	291.676	307.897	508.548	264.995	296.284	306.692	339.415	283.6	274.513	345.331	526.266	363.368	354.369	455.359	478.718	453.068	376.729
PWY-6731: starch degradation III	10.7011	2.72773	0	0	0	0	0	0	0	6.08768	88.0743	3.59961	75.9464	55.668	83.3524	144.136	88.4537	95.2246	130.451	0	0	0	0	5.80511	5.06299	5.38505
PWY-6749: CMP-legionaminate biosynthesis I	164.761	0	0	0	0	0	0	0	0	0	10.2214	172.297	4.54933	17.2914	11.0286	15.6592	4.17849	25.9264	11.679	57.9451	105.599	96.0249	72.928	201.797	240.396	8.62647
PWY-6803: phosphatidylcholine acyl editing	0	6.14083	6.48	0	9.01708	0	0	1.69189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6807: xyloglucan degradation II (exoglucanase)	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5742	10.4754	0	51.2646	6.82869	0	0	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis	10.717	128.063	127.58	20.5797	34.6698	109.727	114.278	83.6784	19.6423	95.7808	48.7619	4.71839	35.7125	54.1872	17.6879	17.1079	76.7066	65.8347	21.7069	0	0	0	0	26.6506	37.7839	23.6029
PWY-6859: all-trans-farnesol biosynthesis	0	0	0	0	0	0	0	0	0	0	46.8227	0	17.5255	17.7766	4.90817	13.4315	7.52197	9.36162	23.6888	0	0	0	0	0	0	0
PWY-6876: isopropanol biosynthesis (engineered)	8.159	8.62023	11.7629	0	0	0	0	0	0	0	0	0	0	0	0	1.32424	0	0	0	0	0	0	0	3.16454	3.64857	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	355.524	5.63364	9.63047	37.4723	0	0	7.63422	24.9871	10.2711	25.3338	204.542	317.956	140.714	226.422	201.592	282.734	195.168	198.744	266.973	291.907	281.244	267.33	309.924	381.597	352.997	23.7197
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	17.5078	0	0	0	0	0	0	30.3559	0	0	0	18.5552	0	0	0	0	48.6365	12.7731	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	419.775	85.6563	152.016	134.678	199.982	205.969	228.355	174.441	127.16	204.374	233.797	332.149	193.043	240.756	247.99	263.984	203.628	219.681	257.818	480.829	364.961	386.403	372.941	311.054	332.549	143.784
PWY-6901: superpathway of glucose and xylose degradation	16.8758	61.8766	43.4433	76.6102	91.9639	65.821	84.7785	62.6396	63.7778	67.5287	182.544	163.74	167.382	202.818	151.907	216.151	222.023	180.548	212.863	0	0	157.569	0	161.084	126.951	79.9136
PWY-6902: chitin degradation II (Vibrio)	678.602	3.99612	2.88902	0	0	0	0	0	0	0	203.163	712.477	238.808	233.101	171.745	115.698	93.7106	194.568	130.622	397.305	465.181	430.546	645.922	983.975	731.558	8.01526
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	0	0	0	0	11.9536	0	42.4669	72.7945	39.1249	31.2896	71.0704	80.9338	62.9002	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	2.75569	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82453	0	0	0	0	0	0	0	0	0
