"","variable_id","ms2_files_id","ms2_spectrum_id","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level","Ben.Oli.20230331.01","Ben.Oli.20230331.02","Ben.Oli.20230331.03","Ben.Oli.20230331.04","Ben.Oli.20230331.05","Ben.Oli.20230331.06","Ben.Oli.20230331.07","Ben.Oli.20230331.08","Ben.Oli.20230331.09","Ben.Oli.20230331.10","Ben.Oli.20230331.11","Ben.Oli.20230331.12","Ben.Oli.20230331.13","Ben.Oli.20230331.14","Ben.Oli.20230331.15","Ben.Oli.20230331.16","Ben.Oli.20230331.17","Ben.Oli.20230331.18","Ben.Oli.20230331.19","Ben.Oli.20230331.20","Ben.Oli.20230331.21","Ben.Oli.20230331.22","Ben.Oli.20230331.23","Ben.Oli.20230331.24","Ben.Oli.20230331.25","Ben.Oli.20230331.26"
"1","M102T478_NEG",NA,NA,"3-aci-Nitropropanoate",NA,NA,"C03071","C03071","(M+H-H2O)+",1.84057482954358,0.997293496639668,NA,NA,NA,0,0.997293496639668,"kegg_database",1,1571131.73550112,1043432.65526191,1518857.23970966,2367718.50129211,1042356.04514242,642422.029364416,1684442.56975145,925136.567934733,3813810.7251928,2863999.90039177,8766763.68331593,6754099.87603295,2460566.32121729,4135765.40892186,3302599.07821835,4502906.88794406,3473939.48043135,6251712.68403317,4568655.75160355,2740946.33138767,3820885.58375827,1311472.90869193,1821664.69227509,1633204.37515176,2508870.95196178,1336146.87388542
"2","M102T478_NEG",NA,NA,"Aminomalonate","1068-84-4",NA,"C00872","C00872","(M+H-H2O)+",1.84057482954358,0.997293496639668,NA,NA,NA,0,0.997293496639668,"kegg_database",1,1571131.73550112,1043432.65526191,1518857.23970966,2367718.50129211,1042356.04514242,642422.029364416,1684442.56975145,925136.567934733,3813810.7251928,2863999.90039177,8766763.68331593,6754099.87603295,2460566.32121729,4135765.40892186,3302599.07821835,4502906.88794406,3473939.48043135,6251712.68403317,4568655.75160355,2740946.33138767,3820885.58375827,1311472.90869193,1821664.69227509,1633204.37515176,2508870.95196178,1336146.87388542
"3","M102T478_NEG",NA,NA,"Bovinocidin","504-88-1","HMDB34259",NA,"FDB012579","(M+H-H2O)+",1.94644232955454,0.996973678377456,NA,NA,NA,0,0.996973678377456,"foodb_database",10,1571131.73550112,1043432.65526191,1518857.23970966,2367718.50129211,1042356.04514242,642422.029364416,1684442.56975145,925136.567934733,3813810.7251928,2863999.90039177,8766763.68331593,6754099.87603295,2460566.32121729,4135765.40892186,3302599.07821835,4502906.88794406,3473939.48043135,6251712.68403317,4568655.75160355,2740946.33138767,3820885.58375827,1311472.90869193,1821664.69227509,1633204.37515176,2508870.95196178,1336146.87388542
"4","M102T478_NEG",NA,NA,"beta-Nitropropanoate","504-88-1",NA,"C05669","C05669","(M+H-H2O)+",1.84057482954358,0.997293496639668,NA,NA,NA,0,0.997293496639668,"kegg_database",1,1571131.73550112,1043432.65526191,1518857.23970966,2367718.50129211,1042356.04514242,642422.029364416,1684442.56975145,925136.567934733,3813810.7251928,2863999.90039177,8766763.68331593,6754099.87603295,2460566.32121729,4135765.40892186,3302599.07821835,4502906.88794406,3473939.48043135,6251712.68403317,4568655.75160355,2740946.33138767,3820885.58375827,1311472.90869193,1821664.69227509,1633204.37515176,2508870.95196178,1336146.87388542
"5","M102T478_NEG",NA,NA,"Ammonium bicarbonate","1066-33-7","HMDB36969",NA,"FDB015940","(M+Na)+",7.73299732955479,0.953286874411038,NA,NA,NA,0,0.953286874411038,"foodb_database",10,1571131.73550112,1043432.65526191,1518857.23970966,2367718.50129211,1042356.04514242,642422.029364416,1684442.56975145,925136.567934733,3813810.7251928,2863999.90039177,8766763.68331593,6754099.87603295,2460566.32121729,4135765.40892186,3302599.07821835,4502906.88794406,3473939.48043135,6251712.68403317,4568655.75160355,2740946.33138767,3820885.58375827,1311472.90869193,1821664.69227509,1633204.37515176,2508870.95196178,1336146.87388542
"6","M102T478_NEG",NA,NA,"Aminomalonic acid","1068-84-4","HMDB01147",NA,"FDB022451","(M+H-H2O)+",1.94644232955454,0.996973678377456,NA,NA,NA,0,0.996973678377456,"foodb_database",10,1571131.73550112,1043432.65526191,1518857.23970966,2367718.50129211,1042356.04514242,642422.029364416,1684442.56975145,925136.567934733,3813810.7251928,2863999.90039177,8766763.68331593,6754099.87603295,2460566.32121729,4135765.40892186,3302599.07821835,4502906.88794406,3473939.48043135,6251712.68403317,4568655.75160355,2740946.33138767,3820885.58375827,1311472.90869193,1821664.69227509,1633204.37515176,2508870.95196178,1336146.87388542
"7","M103T299_NEG",NA,NA,"3-Ethyl-2-methoxypyrazine","25680-58-4","HMDB40054",NA,"FDB019741","(M+H-2H2O)+",1.60237724049495,0.997948017942982,NA,NA,NA,0,0.997948017942982,"foodb_database",10,4785719.41113854,10540190.106018,9856061.78053295,3804003.62395273,7641408.19916386,7236321.28187319,2596843.35625386,3990341.91874964,2302710.98131662,487805.611253206,3818320.73060657,3917055.66469213,407490.800294311,3718647.85902846,7284485.20120762,2766691.54378211,3445836.26628237,2128758.85693159,2198624.67213471,753177.771672529,583665.363139267,3167299.31626428,3731065.3845229,3776103.01733194,2711350.35891295,2556460.06273393
"8","M103T299_NEG",NA,NA,"2,4-Diaminoanisole","615-05-4",NA,"C19218","C19218","(M+H-2H2O)+",1.56999724044482,0.998030029875255,NA,NA,NA,0,0.998030029875255,"kegg_database",1,4785719.41113854,10540190.106018,9856061.78053295,3804003.62395273,7641408.19916386,7236321.28187319,2596843.35625386,3990341.91874964,2302710.98131662,487805.611253206,3818320.73060657,3917055.66469213,407490.800294311,3718647.85902846,7284485.20120762,2766691.54378211,3445836.26628237,2128758.85693159,2198624.67213471,753177.771672529,583665.363139267,3167299.31626428,3731065.3845229,3776103.01733194,2711350.35891295,2556460.06273393
"9","M103T299_NEG",NA,NA,"1-Methyl-1,6-dihydropyridine-2-carbaldoxime","57619-23-5",NA,"C11765","C11765","(M+H-2H2O)+",1.56999724044482,0.998030029875255,NA,NA,NA,0,0.998030029875255,"kegg_database",1,4785719.41113854,10540190.106018,9856061.78053295,3804003.62395273,7641408.19916386,7236321.28187319,2596843.35625386,3990341.91874964,2302710.98131662,487805.611253206,3818320.73060657,3917055.66469213,407490.800294311,3718647.85902846,7284485.20120762,2766691.54378211,3445836.26628237,2128758.85693159,2198624.67213471,753177.771672529,583665.363139267,3167299.31626428,3731065.3845229,3776103.01733194,2711350.35891295,2556460.06273393
"10","M103T299_NEG",NA,NA,"3-methoxy-2,5-dimethylpyrazine","19846-22-1",NA,NA,"FDB029668","(M+H-2H2O)+",1.60237224047677,0.997948030735722,NA,NA,NA,0,0.997948030735722,"foodb_database",10,4785719.41113854,10540190.106018,9856061.78053295,3804003.62395273,7641408.19916386,7236321.28187319,2596843.35625386,3990341.91874964,2302710.98131662,487805.611253206,3818320.73060657,3917055.66469213,407490.800294311,3718647.85902846,7284485.20120762,2766691.54378211,3445836.26628237,2128758.85693159,2198624.67213471,753177.771672529,583665.363139267,3167299.31626428,3731065.3845229,3776103.01733194,2711350.35891295,2556460.06273393
"11","M103T299_NEG",NA,NA,"2-Ethoxy-3-methylpyrazine","32737-14-7","HMDB31850",NA,"FDB008534","(M+H-2H2O)+",1.60237724049495,0.997948017942982,NA,NA,NA,0,0.997948017942982,"foodb_database",10,4785719.41113854,10540190.106018,9856061.78053295,3804003.62395273,7641408.19916386,7236321.28187319,2596843.35625386,3990341.91874964,2302710.98131662,487805.611253206,3818320.73060657,3917055.66469213,407490.800294311,3718647.85902846,7284485.20120762,2766691.54378211,3445836.26628237,2128758.85693159,2198624.67213471,753177.771672529,583665.363139267,3167299.31626428,3731065.3845229,3776103.01733194,2711350.35891295,2556460.06273393
"12","M103T299_NEG",NA,NA,"4-Hydroxymethylphenylhydrazine",NA,NA,"C03994","C03994","(M+H-2H2O)+",1.56999724044482,0.998030029875255,NA,NA,NA,0,0.998030029875255,"kegg_database",1,4785719.41113854,10540190.106018,9856061.78053295,3804003.62395273,7641408.19916386,7236321.28187319,2596843.35625386,3990341.91874964,2302710.98131662,487805.611253206,3818320.73060657,3917055.66469213,407490.800294311,3718647.85902846,7284485.20120762,2766691.54378211,3445836.26628237,2128758.85693159,2198624.67213471,753177.771672529,583665.363139267,3167299.31626428,3731065.3845229,3776103.01733194,2711350.35891295,2556460.06273393
"13","M104T534_NEG",NA,NA,"Sodium hydroxide (NaOH)","1310-73-2",NA,NA,"FDB015399","(M+CH3CN+Na)+",4.0313953309834,0.987082438567879,NA,NA,NA,0,0.987082438567879,"foodb_database",10,1096863.20186151,2829349.0853805,9488500.90127222,8973333.36960149,3047212.38872068,9800535.04854723,10014027.9354051,2765762.34710405,4586874.97600242,3071102.25234303,10995780.3128362,21265643.2265772,7562245.7888717,10171948.9095213,4910957.79604586,6470354.88035053,7361503.05812418,9401812.77907883,1716227.24433582,1731942.04272071,290717.763445121,293340.24373865,451661.818958929,144825.192164064,183660.766053277,14473.3339088055
"14","M104T534_NEG",NA,NA,"N-Methylformamide","123-39-7","HMDB01122",NA,"FDB022436","(M-H+2Na)+",4.29254033097237,0.985367390577015,NA,NA,NA,0,0.985367390577015,"foodb_database",10,1096863.20186151,2829349.0853805,9488500.90127222,8973333.36960149,3047212.38872068,9800535.04854723,10014027.9354051,2765762.34710405,4586874.97600242,3071102.25234303,10995780.3128362,21265643.2265772,7562245.7888717,10171948.9095213,4910957.79604586,6470354.88035053,7361503.05812418,9401812.77907883,1716227.24433582,1731942.04272071,290717.763445121,293340.24373865,451661.818958929,144825.192164064,183660.766053277,14473.3339088055
"15","M104T534_NEG",NA,NA,"Chlorodifluoromethane","75-45-6",NA,"C19361","C19361","(M+NH4)+",1.75807283099516,0.997530398432646,NA,NA,NA,0,0.997530398432646,"kegg_database",1,1096863.20186151,2829349.0853805,9488500.90127222,8973333.36960149,3047212.38872068,9800535.04854723,10014027.9354051,2765762.34710405,4586874.97600242,3071102.25234303,10995780.3128362,21265643.2265772,7562245.7888717,10171948.9095213,4910957.79604586,6470354.88035053,7361503.05812418,9401812.77907883,1716227.24433582,1731942.04272071,290717.763445121,293340.24373865,451661.818958929,144825.192164064,183660.766053277,14473.3339088055
"16","M104T534_NEG",NA,NA,"Acetamide","60-35-5",NA,"C06244","C06244","(M-H+2Na)+",4.25807283097157,0.985599742576881,NA,NA,NA,0,0.985599742576881,"kegg_database",1,1096863.20186151,2829349.0853805,9488500.90127222,8973333.36960149,3047212.38872068,9800535.04854723,10014027.9354051,2765762.34710405,4586874.97600242,3071102.25234303,10995780.3128362,21265643.2265772,7562245.7888717,10171948.9095213,4910957.79604586,6470354.88035053,7361503.05812418,9401812.77907883,1716227.24433582,1731942.04272071,290717.763445121,293340.24373865,451661.818958929,144825.192164064,183660.766053277,14473.3339088055
"17","M104T534_NEG",NA,NA,"Sodium hydroxide","1310-73-2",NA,"C12569","C12569","(M+CH3CN+Na)+",4.00807283096327,0.987230512430922,NA,NA,NA,0,0.987230512430922,"kegg_database",1,1096863.20186151,2829349.0853805,9488500.90127222,8973333.36960149,3047212.38872068,9800535.04854723,10014027.9354051,2765762.34710405,4586874.97600242,3071102.25234303,10995780.3128362,21265643.2265772,7562245.7888717,10171948.9095213,4910957.79604586,6470354.88035053,7361503.05812418,9401812.77907883,1716227.24433582,1731942.04272071,290717.763445121,293340.24373865,451661.818958929,144825.192164064,183660.766053277,14473.3339088055
"18","M109T339_NEG",NA,NA,"3-Vinyl-1,2-dithiin",NA,NA,NA,"FDB003551","(M+H-2H2O)+",8.36648163645037,0.945540637428114,NA,NA,NA,0,0.945540637428114,"foodb_database",10,1094569.50680504,284220.929721059,1048783.17315354,482838.174970956,559998.473356607,802580.560658107,1076650.99483068,1725362.88629778,2259141.70366334,3457022.36524262,2080642.75702291,2267669.83181167,2854485.9742166,1487841.27654834,3883899.1791114,1798171.45663656,3018309.39140711,2317007.19321186,1491526.1769657,1113376.36372789,620146.381357497,1762982.41183162,2722422.93767963,2081629.45613826,1938336.97253069,2856753.41843256
"19","M109T339_NEG",NA,NA,"3-Vinyl-1,2-dithiacyclohex-4-ene",NA,NA,NA,"FDB003548","(M+H-2H2O)+",8.36648163645037,0.945540637428114,NA,NA,NA,0,0.945540637428114,"foodb_database",10,1094569.50680504,284220.929721059,1048783.17315354,482838.174970956,559998.473356607,802580.560658107,1076650.99483068,1725362.88629778,2259141.70366334,3457022.36524262,2080642.75702291,2267669.83181167,2854485.9742166,1487841.27654834,3883899.1791114,1798171.45663656,3018309.39140711,2317007.19321186,1491526.1769657,1113376.36372789,620146.381357497,1762982.41183162,2722422.93767963,2081629.45613826,1938336.97253069,2856753.41843256
"20","M109T339_NEG",NA,NA,"2-Hydroxyethanesulfonate","107-36-8",NA,"C05123","C05123","(M+H-H2O)+",1.97057163639158,0.996898298187639,NA,NA,NA,0,0.996898298187639,"kegg_database",1,1094569.50680504,284220.929721059,1048783.17315354,482838.174970956,559998.473356607,802580.560658107,1076650.99483068,1725362.88629778,2259141.70366334,3457022.36524262,2080642.75702291,2267669.83181167,2854485.9742166,1487841.27654834,3883899.1791114,1798171.45663656,3018309.39140711,2317007.19321186,1491526.1769657,1113376.36372789,620146.381357497,1762982.41183162,2722422.93767963,2081629.45613826,1938336.97253069,2856753.41843256
"21","M109T339_NEG",NA,NA,"Dimethyl sulfate","77-78-1",NA,"C19177","C19177","(M+H-H2O)+",1.97057163639158,0.996898298187639,NA,NA,NA,0,0.996898298187639,"kegg_database",1,1094569.50680504,284220.929721059,1048783.17315354,482838.174970956,559998.473356607,802580.560658107,1076650.99483068,1725362.88629778,2259141.70366334,3457022.36524262,2080642.75702291,2267669.83181167,2854485.9742166,1487841.27654834,3883899.1791114,1798171.45663656,3018309.39140711,2317007.19321186,1491526.1769657,1113376.36372789,620146.381357497,1762982.41183162,2722422.93767963,2081629.45613826,1938336.97253069,2856753.41843256
"22","M109T339_NEG",NA,NA,"Chlorine dioxide","10049-04-4",NA,"C18368","C18368","(M+CH3CN+H)+",9.2205716364191,0.9342463167964,NA,NA,NA,0,0.9342463167964,"kegg_database",1,1094569.50680504,284220.929721059,1048783.17315354,482838.174970956,559998.473356607,802580.560658107,1076650.99483068,1725362.88629778,2259141.70366334,3457022.36524262,2080642.75702291,2267669.83181167,2854485.9742166,1487841.27654834,3883899.1791114,1798171.45663656,3018309.39140711,2317007.19321186,1491526.1769657,1113376.36372789,620146.381357497,1762982.41183162,2722422.93767963,2081629.45613826,1938336.97253069,2856753.41843256
"23","M109T402_NEG",NA,NA,"Cl-","16887-00-6",NA,"C00698","C00698","(2M+K)+",1.68868978871473,0.997721261713065,NA,NA,NA,0,0.997721261713065,"kegg_database",1,1444065.7347926,80770.2887589972,258403.20194752,160359.133434598,834411.755215243,78257.1822174559,977215.852816859,2259067.59600808,2309200.74009252,2305044.27332583,1550225.03453349,345770.664306252,2281851.08026218,479303.311305799,1866287.89685989,3401491.59228295,2971613.35135408,1385654.1884411,2751830.77028122,2523926.29275418,2556567.51870085,3653691.33575149,3852485.94279821,2854445.4346123,1890037.78127133,3148227.48019563
"24","M109T402_NEG",NA,NA,"Zn2+","23713-49-7",NA,NA,"FDB031256","(M-H+2Na)+",3.07224478870438,0.99247748637286,NA,NA,NA,0,0.99247748637286,"foodb_database",10,1444065.7347926,80770.2887589972,258403.20194752,160359.133434598,834411.755215243,78257.1822174559,977215.852816859,2259067.59600808,2309200.74009252,2305044.27332583,1550225.03453349,345770.664306252,2281851.08026218,479303.311305799,1866287.89685989,3401491.59228295,2971613.35135408,1385654.1884411,2751830.77028122,2523926.29275418,2556567.51870085,3653691.33575149,3852485.94279821,2854445.4346123,1890037.78127133,3148227.48019563
"25","M109T402_NEG",NA,NA,"Zinc cation","23713-49-7",NA,"C00038","C00038","(M-H+2Na)+",3.18868978872899,0.991898798983601,NA,NA,NA,0,0.991898798983601,"kegg_database",1,1444065.7347926,80770.2887589972,258403.20194752,160359.133434598,834411.755215243,78257.1822174559,977215.852816859,2259067.59600808,2309200.74009252,2305044.27332583,1550225.03453349,345770.664306252,2281851.08026218,479303.311305799,1866287.89685989,3401491.59228295,2971613.35135408,1385654.1884411,2751830.77028122,2523926.29275418,2556567.51870085,3653691.33575149,3852485.94279821,2854445.4346123,1890037.78127133,3148227.48019563
"26","M110T476_POS",NA,NA,"3-(trimethylsilyl)propionate",NA,NA,NA,"CHEBI:85486","(M+H-2H2O)+",2.25504053702252,0.995940097519524,NA,NA,NA,0,0.995940097519524,"chebi_database",6,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"27","M110T476_POS",NA,NA,"4-Aminobutyraldehyde",NA,NA,"C00555","C00555","(M+Na)+",8.68004053703686,0.941506070722362,NA,NA,NA,0,0.941506070722362,"kegg_database",5,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"28","M110T476_POS",NA,NA,"(E)-2-Methylpropanal oxime",NA,NA,"C03219","C03219","(M+Na)+",8.68004053703686,0.941506070722362,NA,NA,NA,0,0.941506070722362,"kegg_database",5,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"29","M110T476_POS",NA,NA,"Methylether","115-10-6",NA,NA,"FDB006938","(M+CH3CN+Na)+",8.5920755370239,0.942651142023434,NA,NA,NA,0,0.942651142023434,"foodb_database",11,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"30","M110T476_POS",NA,NA,"Morpholine","110-91-8",NA,"C14452","C14452","(M+Na)+",8.68004053703686,0.941506070722362,NA,NA,NA,0,0.941506070722362,"kegg_database",5,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"31","M110T476_POS",NA,NA,"prop-1-ynyllithium","4529-04-8",NA,NA,"CHEBI:51473","(M+CH3CN+Na)+",2.63004053703497,0.994481592081729,NA,NA,NA,0,0.994481592081729,"chebi_database",6,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"32","M110T476_POS",NA,NA,"nicotinic-d4 acid",NA,NA,NA,"CHEBI:145116","(M+H-H2O)+",0.969959462935321,0.999247626087507,NA,NA,NA,0,0.999247626087507,"chebi_database",6,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"33","M110T476_POS",NA,NA,"Butyramide",NA,"HMDB0033870",NA,"LMFA08010018","(M+Na)+",8.71504053705507,0.94104761029648,NA,NA,NA,0,0.94104761029648,"lipidmaps_database",10,6467460.38187699,2805941.65136187,3090794.21372952,3734980.35923956,8037228.41080896,4032970.57699025,5514780.45700955,14741705.2016665,12098773.0610425,11148073.1663772,5957090.86641604,8214004.97810405,11307469.8445852,13139225.3184513,15535799.4716553,9008432.37767953,12217366.4074647,11235889.1456377,6410231.38942563,9146358.85803265,7936214.79480276,11637993.0883366,6239841.14288427,8496832.61149685,11295020.0882178,8758490.13392563
"34","M111T359_NEG",NA,NA,"gamma-Amino-gamma-cyanobutanoate",NA,NA,"C05715","C05715","(M+H-H2O)+",2.10130338011538,0.996473850801012,NA,NA,NA,0,0.996473850801012,"kegg_database",1,1962279.18632457,2934833.56486172,4021023.84843447,1400206.8287772,4795728.68669793,1152189.28652482,1913604.11135538,4474493.40364745,6771333.89279217,6617739.641711,4075042.60912217,7128452.8100512,6936497.10582327,6815737.4431842,12625012.1700719,5008952.04077039,8339963.37873168,8467649.16824974,6949667.4949121,8110249.91939527,7134041.96945389,11850710.2582058,14528289.2691208,13629010.061424,8257678.73596602,20296102.4451179
"35","M111T359_NEG",NA,NA,"5,6-dihydrothymine","696-04-8",NA,NA,"FDB030555","(M+H-H2O)+",2.1575283801667,0.996282982307526,NA,NA,NA,0,0.996282982307526,"foodb_database",10,1962279.18632457,2934833.56486172,4021023.84843447,1400206.8287772,4795728.68669793,1152189.28652482,1913604.11135538,4474493.40364745,6771333.89279217,6617739.641711,4075042.60912217,7128452.8100512,6936497.10582327,6815737.4431842,12625012.1700719,5008952.04077039,8339963.37873168,8467649.16824974,6949667.4949121,8110249.91939527,7134041.96945389,11850710.2582058,14528289.2691208,13629010.061424,8257678.73596602,20296102.4451179
"36","M111T359_NEG",NA,NA,"alpha-Amino-gamma-cyanobutanoate",NA,NA,"C05717","C05717","(M+H-H2O)+",2.10130338011538,0.996473850801012,NA,NA,NA,0,0.996473850801012,"kegg_database",1,1962279.18632457,2934833.56486172,4021023.84843447,1400206.8287772,4795728.68669793,1152189.28652482,1913604.11135538,4474493.40364745,6771333.89279217,6617739.641711,4075042.60912217,7128452.8100512,6936497.10582327,6815737.4431842,12625012.1700719,5008952.04077039,8339963.37873168,8467649.16824974,6949667.4949121,8110249.91939527,7134041.96945389,11850710.2582058,14528289.2691208,13629010.061424,8257678.73596602,20296102.4451179
"37","M111T359_NEG",NA,NA,"5,6-Dihydrothymine","696-04-8",NA,"C00906","C00906","(M+H-H2O)+",2.10130338011538,0.996473850801012,NA,NA,NA,0,0.996473850801012,"kegg_database",1,1962279.18632457,2934833.56486172,4021023.84843447,1400206.8287772,4795728.68669793,1152189.28652482,1913604.11135538,4474493.40364745,6771333.89279217,6617739.641711,4075042.60912217,7128452.8100512,6936497.10582327,6815737.4431842,12625012.1700719,5008952.04077039,8339963.37873168,8467649.16824974,6949667.4949121,8110249.91939527,7134041.96945389,11850710.2582058,14528289.2691208,13629010.061424,8257678.73596602,20296102.4451179
"38","M121T203_NEG",NA,NA,"alpha-Furyl methyl diketone","1438-92-2","HMDB32920",NA,"FDB010903","(M+H-H2O)+",2.1579119142956,0.996281663135177,NA,NA,NA,0,0.996281663135177,"foodb_database",10,249577527.179769,191979516.670786,135978109.913129,237856543.867817,180359296.050971,211892429.742513,212708927.336085,278033401.279314,167973141.56066,202181938.491315,168609673.406505,140251017.921584,177930981.158313,178143081.730965,129483097.081464,231654149.550623,162813724.646011,142528883.072084,175785778.730216,159954628.992288,184676847.163209,302087807.939722,207816463.186354,270803708.845071,203070854.0895,272039159.854221
"39","M121T203_NEG",NA,NA,"salicylate","69-72-7",NA,NA,"FDB031164","(M+H-H2O)+",2.15792441430551,0.996281620137257,NA,NA,NA,0,0.996281620137257,"foodb_database",10,249577527.179769,191979516.670786,135978109.913129,237856543.867817,180359296.050971,211892429.742513,212708927.336085,278033401.279314,167973141.56066,202181938.491315,168609673.406505,140251017.921584,177930981.158313,178143081.730965,129483097.081464,231654149.550623,162813724.646011,142528883.072084,175785778.730216,159954628.992288,184676847.163209,302087807.939722,207816463.186354,270803708.845071,203070854.0895,272039159.854221
"40","M121T203_NEG",NA,NA,"4-Hydroxybenzoate","99-96-7",NA,"C00156","C00156","(M+H-H2O)+",2.14305691429217,0.99633258709588,NA,NA,NA,0,0.99633258709588,"kegg_database",1,249577527.179769,191979516.670786,135978109.913129,237856543.867817,180359296.050971,211892429.742513,212708927.336085,278033401.279314,167973141.56066,202181938.491315,168609673.406505,140251017.921584,177930981.158313,178143081.730965,129483097.081464,231654149.550623,162813724.646011,142528883.072084,175785778.730216,159954628.992288,184676847.163209,302087807.939722,207816463.186354,270803708.845071,203070854.0895,272039159.854221
"41","M121T203_NEG",NA,NA,"3-Hydroxybenzoate","99-06-9",NA,"C00587","C00587","(M+H-H2O)+",2.14305691429217,0.99633258709588,NA,NA,NA,0,0.99633258709588,"kegg_database",1,249577527.179769,191979516.670786,135978109.913129,237856543.867817,180359296.050971,211892429.742513,212708927.336085,278033401.279314,167973141.56066,202181938.491315,168609673.406505,140251017.921584,177930981.158313,178143081.730965,129483097.081464,231654149.550623,162813724.646011,142528883.072084,175785778.730216,159954628.992288,184676847.163209,302087807.939722,207816463.186354,270803708.845071,203070854.0895,272039159.854221
"42","M121T203_NEG",NA,NA,"Salicylate","69-72-7",NA,"C00805","C00805","(M+H-H2O)+",2.14305691429217,0.99633258709588,NA,NA,NA,0,0.99633258709588,"kegg_database",1,249577527.179769,191979516.670786,135978109.913129,237856543.867817,180359296.050971,211892429.742513,212708927.336085,278033401.279314,167973141.56066,202181938.491315,168609673.406505,140251017.921584,177930981.158313,178143081.730965,129483097.081464,231654149.550623,162813724.646011,142528883.072084,175785778.730216,159954628.992288,184676847.163209,302087807.939722,207816463.186354,270803708.845071,203070854.0895,272039159.854221
"43","M121T203_NEG",NA,NA,"Gentisate aldehyde","1194-98-5","HMDB04062",NA,"FDB023295","(M+H-H2O)+",2.1579119142956,0.996281663135177,NA,NA,NA,0,0.996281663135177,"foodb_database",10,249577527.179769,191979516.670786,135978109.913129,237856543.867817,180359296.050971,211892429.742513,212708927.336085,278033401.279314,167973141.56066,202181938.491315,168609673.406505,140251017.921584,177930981.158313,178143081.730965,129483097.081464,231654149.550623,162813724.646011,142528883.072084,175785778.730216,159954628.992288,184676847.163209,302087807.939722,207816463.186354,270803708.845071,203070854.0895,272039159.854221
